filename,label,predicted_label,target_token,predicted_token,logit_diff,correct,used_char_len,was_truncated
fa2y/malicious_samples/7ce62c06be515c4e3e45f855d4ffd3d03cb6f9d78d7387e397881f5cedeb6ce5.ps1,malicious,malicious,BLOCK,BLOCK,8.640625,True,824,False
1637.ps1,benign,benign,ALLOW,ALLOW,-1.09375,True,886,False
fa2y/malicious_samples/74e957d7f0163caf1a06bb336673f8fc3a4c8a41a0f7c03efac5de8193e982c5.ps1,malicious,malicious,BLOCK,BLOCK,3.8671875,True,2011,False
1634.ps1,benign,benign,ALLOW,ALLOW,-0.734375,True,1434,False
fa2y/malicious_samples/ec422df6e413a605e4fe0aa309e7d1c5fa193fa9487472ea6a82a1aa98cf3aee.ps1,malicious,malicious,BLOCK,BLOCK,3.765625,True,2013,False
523.ps1,benign,benign,ALLOW,ALLOW,-0.421875,True,4359,False
fa2y/malicious_samples/c01517adb31ce7c35e2341bd0d22c9ff1c57ba430ca47aaf8b955e56a1861279.ps1,malicious,malicious,BLOCK,BLOCK,7.1640625,True,2038,False
4215.ps1,benign,malicious,ALLOW,BLOCK,1.2421875,False,12000,True
fa2y/malicious_samples/c31125114cef9984b769bdeae4f265a1553aeb8a6c826df122b66658c31ad5b8.ps1,malicious,malicious,BLOCK,BLOCK,3.5390625,True,2110,False
1637.ps1,benign,benign,ALLOW,ALLOW,-1.09375,True,886,False
fa2y/malicious_samples/21851303a344f1c0df701b10a6885a6a7bd2cea8554e00fcd9a9cc1bbf882d07.ps1,malicious,malicious,BLOCK,BLOCK,4.40625,True,2188,False
1634.ps1,benign,benign,ALLOW,ALLOW,-0.734375,True,1434,False
fa2y/malicious_samples/70cf71b129e8f5a9c0805007aac64703bda49d6cc5613eb547db19b4621059fb.ps1,malicious,malicious,BLOCK,BLOCK,12.390625,True,2189,False
4215.ps1,benign,malicious,ALLOW,BLOCK,1.2421875,False,12000,True
fa2y/malicious_samples/672d0bab4725b21039b9c2ab4147ff50fafc1622061da6ab191c31d5c88aebf9.ps1,malicious,malicious,BLOCK,BLOCK,3.15625,True,2983,False
1637.ps1,benign,benign,ALLOW,ALLOW,-1.09375,True,886,False
fa2y/malicious_samples/ba5b42e50b3b40e610f8d194b00f29016a1fd3933a3558eecc71b170fb8ffae3-obf-out-encodedbinarycommand.ps1,malicious,malicious,BLOCK,BLOCK,4.0546875,True,8421,False
329.ps1,benign,benign,ALLOW,ALLOW,-1.03125,True,880,False
fa2y/malicious_samples/bb7ed7fc743fca6580548f10fd120bcfc876241147dbab7ad93ce5d70677d6d1-obf-out-encodedhexcommand.ps1,malicious,malicious,BLOCK,BLOCK,5.09375,True,472,False
489.ps1,benign,benign,ALLOW,ALLOW,-2.21875,True,1040,False
fa2y/malicious_samples/7cfd8d4f70696d1369eb1a3707a740186099c1bbb000739989c2d73f16a97c5d-obf-out-compressedcommand.ps1,malicious,malicious,BLOCK,BLOCK,2.9375,True,902,False
583.ps1,benign,benign,ALLOW,ALLOW,-0.125,True,1109,False
fa2y/malicious_samples/fc9da60ea75819923b8a947dfe2ac25422bc534ae45b680bb8b177cb2e90415d.ps1,malicious,malicious,BLOCK,BLOCK,7.5859375,True,947,False
1767.ps1,benign,benign,ALLOW,ALLOW,-0.7265625,True,1224,False
2019.ps1,malicious,malicious,BLOCK,BLOCK,1.4609375,True,1173,False
3441.ps1,benign,benign,ALLOW,ALLOW,-0.484375,True,1540,False
fa2y/malicious_samples/6fdb0e55700963ba4bd389e29b30c566bda1bc3534053636ab48e76838337c42-obf-out-compressedcommand.ps1,malicious,malicious,BLOCK,BLOCK,2.3359375,True,1174,False
586.ps1,benign,benign,ALLOW,ALLOW,-0.9375,True,1798,False
fa2y/malicious_samples/882a95aefca2a66599c6268f9e10fae7e981fdcea3adda7ea2e4dce403cb22d8-obf-out-encodedoctalcommand.ps1,malicious,malicious,BLOCK,BLOCK,3.5234375,True,1254,False
617.ps1,benign,benign,ALLOW,ALLOW,-0.84375,True,2046,False
2789.ps1,malicious,malicious,BLOCK,BLOCK,1.328125,True,1625,False
610.ps1,benign,benign,ALLOW,ALLOW,-0.5,True,2138,False
fa2y/malicious_samples/809c76fa535ae6532ce29d85d8ca042036f4d0c3f4a536efecdf78e5b85e9c5b.ps1,malicious,malicious,BLOCK,BLOCK,0.609375,True,1687,False
623.ps1,benign,benign,ALLOW,ALLOW,-0.71875,True,2282,False
fa2y/malicious_samples/a016a05d13922dee685aa0f95e56db95a4842495a58315e180ff53446a07ab5b.ps1,malicious,malicious,BLOCK,BLOCK,1.5,True,1949,False
620.ps1,benign,benign,ALLOW,ALLOW,-0.5,True,2285,False
fa2y/malicious_samples/6c2ed7cdc414f6d2e1f6e990862dfa7ddbd3552449d0f88c8003115e608ea329-obf-out-obfuscatedstringcommand.ps1,malicious,malicious,BLOCK,BLOCK,1.7265625,True,2563,False
605.ps1,benign,benign,ALLOW,ALLOW,-0.796875,True,2308,False
fa2y/malicious_samples/6a5143a5232da7029d514d5770aa7d4be5c222e810049d20a8ee30657f38cb69.ps1,malicious,malicious,BLOCK,BLOCK,4.375,True,3191,False
629.ps1,benign,benign,ALLOW,ALLOW,-0.421875,True,2391,False
fa2y/malicious_samples/542bce4aff052501d5c6cc44b6075f8b908d428f4b1ce3baae88aaabdd1621f0.ps1,malicious,malicious,BLOCK,BLOCK,9.78125,True,4863,False
633.ps1,benign,benign,ALLOW,ALLOW,-1.0,True,2551,False
fa2y/bazaar_out/fb229c4d9cd3913b2673941328b6183e8644dd8bc7736cd4a7a63bf4ccb6d540.ps1,malicious,malicious,BLOCK,BLOCK,2.25,True,4905,False
607.ps1,benign,malicious,ALLOW,BLOCK,0.1875,False,2591,False
fa2y/malicious_samples/04546bb1d59614970be25ef1d0170617fcdce816721112c37065123dc2278385.ps1,malicious,malicious,BLOCK,BLOCK,4.7578125,True,5168,False
619.ps1,benign,malicious,ALLOW,BLOCK,0.015625,False,2612,False
fa2y/malicious_samples/6c6a532d65c218edf11c3907110235545cc54700cbb30c39ec070746892d7405-obf-out-encodedasciicommand.ps1,malicious,malicious,BLOCK,BLOCK,3.0078125,True,5312,False
628.ps1,benign,benign,ALLOW,ALLOW,-0.984375,True,4017,False
fa2y/malicious_samples/c8de1b23be55fdd7cd344f4f4f49efad6509d54ec92b019d084bb74e0ef1c1e0-obf-out-encodedoctalcommand.ps1,malicious,malicious,BLOCK,BLOCK,3.3671875,True,8478,False
28.ps1,benign,benign,ALLOW,ALLOW,-0.109375,True,12000,True
fa2y/malicious_samples/4f0623d9f0e82f23e9b197e549fb21803c078e9c7fadcbca5c1109429e0fec67-obf-out-encodedoctalcommand.ps1,malicious,malicious,BLOCK,BLOCK,3.4453125,True,10539,False
329.ps1,benign,benign,ALLOW,ALLOW,-1.03125,True,880,False
git_129.ps1,malicious,malicious,BLOCK,BLOCK,1.53125,True,12000,True
3784.ps1,benign,benign,ALLOW,ALLOW,-1.5546875,True,592,False
1362.ps1,malicious,malicious,BLOCK,BLOCK,6.65625,True,80,False
3104.ps1,benign,benign,ALLOW,ALLOW,-1.375,True,706,False
fa2y/malicious_samples/d1727799f2fa203f982f632e38e2add1a8d4591086994422871baa8ba541deb3.ps1,malicious,malicious,BLOCK,BLOCK,11.875,True,102,False
896.ps1,benign,benign,ALLOW,ALLOW,-1.0625,True,839,False
fa2y/malicious_samples/931e9ed169ed0863ac4d1f3aa76c9ab110006583a131953f6d0dc67fe47b094c.ps1,malicious,malicious,BLOCK,BLOCK,8.2265625,True,195,False
773.ps1,benign,benign,ALLOW,ALLOW,-1.25,True,1845,False
fa2y/malicious_samples/09e9a397f6be8c687f716aed44247aa05c4fd170359c1d20347ac090f426aace.ps1,malicious,malicious,BLOCK,BLOCK,11.953125,True,293,False
2820.ps1,benign,benign,ALLOW,ALLOW,-2.5390625,True,1851,False
fa2y/malicious_samples/a08f454cf7acc9dd6c0cab691612f3364df7884acedc307ee96fb96edd6f5c96.ps1,malicious,malicious,BLOCK,BLOCK,6.734375,True,296,False
2165.ps1,benign,benign,ALLOW,ALLOW,-1.984375,True,2449,False
fa2y/malicious_samples/35f003c6ee4b9261caac262983739bceabc65c859b01414d170942cfd92de495.ps1,malicious,malicious,BLOCK,BLOCK,8.1171875,True,547,False
3228.ps1,benign,benign,ALLOW,ALLOW,-1.46875,True,3508,False
3834.ps1,malicious,malicious,BLOCK,BLOCK,9.984375,True,552,False
3102.ps1,benign,benign,ALLOW,ALLOW,-1.6640625,True,3955,False
fa2y/malicious_samples/9724cca0b85958d7c2a57c7ad57984f7874c8a1a98f6f6eef4f8871e2ffdb100.ps1,malicious,malicious,BLOCK,BLOCK,3.0078125,True,678,False
1627.ps1,benign,malicious,ALLOW,BLOCK,0.7578125,False,5323,False
fa2y/malicious_samples/05590a49296fe206ab4dcc4e3cf94bf01f09910ff2c7a047af69d5216a2baf4a.ps1,malicious,malicious,BLOCK,BLOCK,6.0859375,True,1119,False
1476.ps1,benign,benign,ALLOW,ALLOW,-0.296875,True,7279,False
fa2y/malicious_samples/317d2f6c25e5f1691bda01bbe0c356d13f5a2c290b46649d7f1d2fa816f70869.ps1,malicious,malicious,BLOCK,BLOCK,0.5,True,1307,False
4126.ps1,benign,benign,ALLOW,ALLOW,-0.78125,True,7563,False
fa2y/malicious_samples/bbb4f6581d6d0e726afe3b03fe745b433d268916b2cabe20f873198a94132d3b.ps1,malicious,malicious,BLOCK,BLOCK,0.703125,True,1308,False
850.ps1,benign,benign,ALLOW,ALLOW,-1.0546875,True,7776,False
fa2y/bazaar_out/ab545dc8be89dea22434a08beb51b6c922a3fd23c08c17e99b7baa8a94a3fa72.ps1,malicious,malicious,BLOCK,BLOCK,3.9453125,True,1336,False
64.ps1,benign,benign,ALLOW,ALLOW,-0.140625,True,10159,False
fa2y/malicious_samples/09d22d94fed5919827e32f0f9dbe616cb5b7293ce029b8ad83536ab7c38ef5d1.ps1,malicious,malicious,BLOCK,BLOCK,1.9765625,True,1338,False
32.ps1,benign,benign,ALLOW,ALLOW,-0.1640625,True,12000,True
fa2y/malicious_samples/dcd1d5f4c4693ad518f44cf0103b92204afa4292470c73ac0d5ab71da2587407.ps1,malicious,malicious,BLOCK,BLOCK,5.578125,True,2632,False
747.ps1,benign,benign,ALLOW,ALLOW,-0.578125,True,12000,True
fa2y/malicious_samples/8c25c88f09d1360edf837e0cf6b62cf5f789282e5b1f551cadd81f20bd743128.ps1,malicious,malicious,BLOCK,BLOCK,2.8359375,True,3739,False
3784.ps1,benign,benign,ALLOW,ALLOW,-1.5546875,True,592,False
fa2y/bazaar_out/6d303275b4efa0a453a2a97d5c259355f217f9881ad855ca7186613ae8d9bda2.ps1,malicious,malicious,BLOCK,BLOCK,6.0859375,True,5758,False
4058.ps1,benign,benign,ALLOW,ALLOW,-1.6953125,True,654,False
fa2y/malicious_samples/6942c318ec01dda1d4b2f08d838a5ef1aa9923e1e2ba8b31e223d37ae09b011a.ps1,malicious,malicious,BLOCK,BLOCK,6.6328125,True,5789,False
3104.ps1,benign,benign,ALLOW,ALLOW,-1.375,True,706,False
fa2y/malicious_samples/5e720e6b1d6a0f9a7ee4a18ca68e99a144b9b94c96532693473653b7f52b23bf.ps1,malicious,malicious,BLOCK,BLOCK,4.6796875,True,7769,False
1627.ps1,benign,malicious,ALLOW,BLOCK,0.7578125,False,5323,False
fa2y/malicious_samples/820b05da3a92090dd83ad64488549b2cbbd597b8b74510a6247345d3bd17b000.ps1,malicious,malicious,BLOCK,BLOCK,1.4609375,True,9456,False
